Author,Title,Comment,Version,Rating,Vote
腦6,希望有更多歌,"雖然已經很棒了
但還是希望有更多知名的歌
像一些大陸選秀節目的歌😂",7.10.60,5,5
W0701,早安,早安,7.10.60,5,5
Gavinshaoyen,電台功能不見了,更新完，電台功能沒了，想退訂了⋯,7.10.60,1,1
Rich.ild,為了百靈果下載的,希望播出順利,7.10.60,5,5
LaiTing帕帕,版面一直跑掉....,不穩定性,7.10.60,4,4
184828938482,無法返回,IOS點選歌曲歌詞以後，左上角的返回鍵沒有反應，一直卡在目前播放歌曲歌詞的介面。,7.10.60,3,3
sooonbaby,App播一段時間就會閃退,最近更新完使用iPhone 6plus ，ios12.4.8版本播放音樂時大約過10分鐘就會自己閃退停止播放⋯。請幫忙協助修正，謝謝！,7.10.60,3,3
changanchi,版面,我的上排返回鍵那些 都會跑到iphone 瀏海去時間電量的位置 可以解決一下嗎？不然無法返回 要一直重新打開,7.10.60,2,2
kouirin,聽到一半退出,如題，最近聽到一半都自己自動退出，不知道是自己手機的問題還是系統怎麼了，覺得困擾,7.10.60,5,5
馮恩恩,為什麼沒有免費歌曲了,如題,7.10.60,2,2
Kjhgyyyydgy647873,延伸聆聽,"延伸聆聽的功能到底要在什麼情況下才會出現..
之前線上搜尋一首歌 之後就會延伸下去
上次更新完之後怎麼就沒有了
又不能手動開啟
可以給我一個答案嗎",7.10.60,3,3
Small Show,頂端會藏進iPhone 的瀏海裏無法使用,無法使用搜尋🔍是要怎麼用,7.10.60,2,2
阿沒免費聽了？20首/天,每日20首沒送,每日20首沒送,7.10.60,1,1
閃退俠,Widget工具,"更新的widget實在很不實用
完全不會去聽新歌排行
也沒有其他選擇",7.10.60,1,1
家庭方案我願意付錢啦,希望能有家庭方案,希望能多一點人轉聽正版音樂 但要他們轉換不付費觀念真的很難 所以希望能像Spotify Apple Music 那樣能有家庭方案 一個發起人把大家都加進來 錢均攤下來比較便宜相對也比較好推廣正版軟體,7.10.60,5,5
nanijia,iOS14小工具,"歌詞不見了QQ 
而且widget的排行榜都是我不喜歡/沒聽過的音樂，希望之後能有更新成自己的歌單/西洋歌單之類的功能。",7.10.60,5,5
s910788,更新後閃退,更新前就會一直跳出需要更新的通知原本想說忽略但是一直跑出來，所以就順手更新了，更新完後就再也進不去了...........打開一定閃退,7.10.60,1,1
Kkbox loverr,更新有bug,更新後歌詞常常卡住無法滑動瀏覽,7.10.60,4,4
Josie1209,小工具讓人失望,"很少在聽國語流行歌曲
放那個熱門排行榜真的一點幫助也沒有
好歹也讓人自己選擇音樂類型吧！
再不然用成歌詞功能也很棒呀！
覺得你們有在持續進步，但希望小工具可以實用一點。",7.10.60,3,3
su114suss,Apple Watch,"不知道為什麼 Apple Watch的KKBOX 
收藏歌曲點開後
一直出現不明錯誤 請稍候再試
請問該如何處理",7.10.60,3,3
愛上秋天,辨識歌曲,請問辨識歌曲的功能還在嗎,7.10.60,5,5
歐安,widget小工具,"懇請KKBOX 的小工具可以客製化一點
感覺不是每個人都會只想聽綜合新歌吧
選擇播自己的歌單的小工具真的會更實用",7.10.60,4,4
寬13542135,新功能提議,睡眠定時播放可以新增播放幾首音樂後播放結束，不然聽到一半時間到了卡歌很不舒服。,7.10.60,5,5
夜雨昕,鎖屏動態歌詞,如同標題 蘋果更新到14後 發現動態歌詞沒惹😭😭😭😭 求他回來 😭😭😭,7.10.60,5,5
橘橘橘🍊,歌單同步,請開放，歌單同步的功能，能自己選取是否同步的功能,7.10.60,1,1
chu_ibaby,限時動態分享,希望是有音樂的分享～～～不是歌詞而已,7.10.60,5,5
肉肉丸丸丸,希望授權到期的歌曲可以聽,KK至少有用12年以上了吧！！曲庫裡面一堆未授權的歌曲？？？起碼也請保障我們這些老客戶的權益吧！！！  新歌沒有多好聽，想聽一下老歌放到一半就未授權、未授權、未授權⋯⋯⋯起碼至少我也是花錢聽的，卻還要去放盜版的，是？？？,7.10.60,4,4
蕃茄芭樂,WATCH,圖示可以換回原來的嗎 現在這個不太好看,7.10.60,3,3
uccu99990,apple watch,"希望傳送歌曲到apple watch時有全選功能
一首一首按要按很久～",7.10.60,5,5
超實用app👍,王菲呢？,"少了好多專輯😭
那我也要拋棄KK了

版權的問題好久⋯
沒歌好聽了😫",7.10.60,1,1
Andruw0819,能否新增一些較舊的歌,"先給小編5顆星
能否新增一些歌曲，有的只有別人的翻唱版或演唱會版。
例如：信樂團的離歌、趙傳的我是一隻小小鳥…等等。",7.10.60,5,5
hskavu,客服人員動作很有效率,我當時誤刪歌單，回報客服後兩天，工程師就傳訊息說已恢復，這樣的效率我給予滿分！,7.10.60,5,5
𝙃𝙤𝙘𝙠,請問,不知道是手機還是app的問題播放音樂退出app要做自己的事情的時候就不能播放了,7.10.60,4,4
夏曉曦,桌面小工具,"這評分真的完全針對小工具，其他功能都沒問題
IOS14剛出的時候我就很期待你們出桌面工具了
結果剛剛看到終於有更新，原本很期待，新增完小工具卻發現根本不是一般人需要的播放暫停跳歌用的小工具，真的有失望到，所以非常希望日後可以有相關功能",7.10.60,3,3
Wifi是怎樣,音樂無法放出聲音 插耳機才能聽,"無法正常用手機放出聲音 刪除軟體重新下載也一樣
只能插耳機聽音樂 我手機其他音樂或鈴聲都正常可以用手機放出來 請幫忙找出原因解決謝謝",7.10.60,5,5
Yorktsao,Widget,Widget本來不是顯示歌詞好好的、怎麼變成推播新歌、這樣功能有啥必要呢、比起歌詞來說是雞肋,7.10.60,2,2
別再視訊了,Ios 14介面一直跑掉,"iOS的介面會一直跑掉很惱人
上方會超出整個螢幕",7.10.60,3,3
LevyHung,請把歌手電台功能加回來,"喜歡某個歌手，想聽跟這個歌手類似曲風的歌曲。以前點電台就有，非常好用。

請把這個功能加回來，評分就會改回五顆星，謝謝。",7.10.60,3,3
古c,登入問題,我已經續約按帳號密碼登入但app說我約滿，請我是否要續約，之後重新下載app才解決問題的只是覺得為什麼資訊沒有同步呢！,7.10.50,4,4
某蘘,好多歌曲已經沒辦法聽了,"還滿惋惜的！我不太清楚版權的方面～還是有點希望未來那些歌曲能夠回來。雖然貴軟體需要每個月付費，但是純正的正版並且歌曲豐富多元！收費也是平價親民～很習慣使用你們軟體了(´･ω･`)
可是啊你們能不能不要一直叫人更新啊，更新就要連接WIFI超麻煩！我很懶⋯⋯",7.10.50,5,5
杯麵超人,非常好用,非常好用,7.10.50,5,5
paella_,更新後的問題,更新後打開kkbox會當機、聽歌會閃退 不知道是什麼原因？,7.10.50,4,4
阿華欸,音質,音質感覺不優有待加強,7.10.50,4,4
我是Ipad2 air,高中用到出社會,播放模式希望有DJ模式，功能就是自己排歌播放順序，現階段都要守在撥下一首，特定用歌單已經有十幾本歌單還是沒辦法用到。,7.10.50,5,5
棘星,很多歌曲ㄉㄡㄇㄟㄧ,很多歌曲想聽都沒有,7.10.50,3,3
聾騎士,更新14後。畫面都會往上移。,"自從更新了ios14. 後。畫面都會自己往上移。

上一頁的選項跟右上的時間會重疊。
歌名剛好在瀏海裡面。

這樣如何使用呢？

反應第三次了。
還是無法解決。",7.10.50,1,1
XIEZMAX,🇹🇼,本土串流品牌可以和國際品牌競爭實屬不易，繼續加油,7.10.50,5,5
ios12.1.2,新版主題好看！,但要分享歌詞到限時動態時，選完歌詞後的「分享」顏色跟主題過於相近所以感覺字不見了，希望可以修復～,7.10.50,5,5
ㄓ均,很喜歡但希望有桌面歌詞,自己是很喜歡看著歌詞學唱歌～ 希望在使用其他程式時可以有桌面歌詞使用～謝謝🙏,7.10.50,5,5
toro1074,現正播放清單,請問何時可以隨時加歌到現正播放清單的選項？每次想要試聽都要建立歌單好麻煩,7.10.50,5,5
蒙采彤,希望改善！,"希望離線歌曲的排列順序可以自己決定！

更新完之後有時候歌詞會卡住不會往下動",7.10.50,4,4
dennis277485857383,介面顯示有障礙,只要跳出去再跳進來，畫面就會被切到，有些地方就不能點，使用上很有障礙,7.10.50,3,3
陳曜華,新的icon很醜,如上,7.10.50,1,1
蚊仔,無法連接Chromecast,如題☝🏼,7.10.50,5,5
Rainbye,永不停歇,"KKBOX是我看過最注重提升使用體驗的App
記得以前KKBOX手機版不能看最近播放的歌
當時我去信客服建議這件事
過了好一陣子某天突然就蹦出了這個功能
身為KKBOX的用戶我很驕傲",7.10.50,5,5
Circle Ma,睡眠關閉,為何睡眠時間關閉了？這樣讓任很困擾，睡前想聽歌都無法，希望能恢復🙏🏻,7.10.50,3,3
Leo_chir,請問是有毛病嗎？,半夜兩三點在推播訊息，別人都不用睡覺？,7.10.50,1,1
信仔得永生,20201015 CarPlay顯示有問題,"20201015更新後，CarPlay車載螢幕上，KKBOX APP點進去，介面顯示直播串流四個字（灰底）。
完全沒有顯示正在播放的歌曲或專輯圖片細項資訊。

但carplay主畫面右下角播放介面則顯示正常。

上次更新的粉絲徽章也很有事，顯示在那邊看不懂要幹嘛。

KK用很久了，還是給你五顆星，再不改好一點要跳Apple了，加油！",7.10.50,5,5
巨頭人,新介面,"更新後新介面上下藍色好醜 昏倒
可以不要這麼刺眼嗎",7.10.50,3,3
Dara Zeng,改版問題,改版後播放音樂都會斷斷續續,7.10.50,3,3
亮蓁陳,歌詞認養問題,原本上一次的更新，會顯示認養歌詞的人，這一次更新完後就沒有了，希望可以恢復此功能，謝謝。,7.10.50,4,4
陸倆,每首歌音量不同,已經用了很多年，但近期聽音樂每首歌音量都沒平衡，音量忽大忽小的對耳朵造成不適，請改善好嗎？一個付費軟體越做越差⋯⋯再不行就只好換別的聽歌軟體了,7.10.50,2,2
很耐玩的遊戲 不錯,使用多年的聽歌軟體,希望授權時限到的歌曲都能重新上架後自動回到歌單,7.10.50,5,5
uhkgddc,無法上傳歌曲到Apple watch S6??,Why?,7.10.40,3,3
Imalba,歌單自動同步無法關閉,為何要強制歌單必須自動同步？不同裝置的使用模式、聽取歌的類型不一，使用者如果有需要就會開啟，不需要系統幫忙整合所有的歌單，只會造成使用者困擾而已哦！希望能有關閉動同步功能啦～,7.10.40,3,3
SHY_Shrimp,歌單歌曲排序,希望可以自行編輯歌曲排列順序，而不是只有制式的筆畫歌手之類的可選,7.10.40,3,3
zhi syuan,很當,如題,7.10.40,3,3
Huhu5555,電台功能,很喜歡電台功能，希望之後還能會有,7.10.40,3,3
去你的童話,蘋果XR XS 螢幕全屏問題,在顯示上有時會發生上一頁跑到時間上，也就是說整體變大了，導致不能按上一頁，如此一來要整個關掉再重開，這樣感覺很差，希望開發者能夠重視這個問題,7.10.40,1,1
Allertggdba,版面異常,版面一直跳掉，沒辦法按回上一頁，箭頭跑到手機時間的地方,7.10.40,3,3
哈哈😄棒棒,音樂想要同步,跟家人的KKBOX無法同步歌單，請問要如何能一起同步歌單呢？,7.10.40,4,4
Jax💩💩,還好錯誤修正不算慢,好多歌因為版權還是扣分,7.10.40,4,4
人汽車🚗,沒有歌曲辨識,更新之後沒有歌曲辨識的功能了,7.10.40,1,1
邁薇爾,睡眠計時播放不見了,我每天睡前都需要計時播放 更新後就不見了，希望能更改回來，謝謝,7.10.40,1,1
牛肉起司堡,音樂聽到一半都會自己斷掉,聽音樂到一半都會自動斷掉，沒有設定到但還是會自己關掉！,7.10.40,1,1
太熱撕,要錢還一堆問題,一堆歌曲因為版權問題都不能聽，然後都過了不知道多久還是沒上架。都已經是要付費了還這樣，只會讓人想轉戰別的音樂APP,7.10.40,1,1
1317361828492,chromecast,建議可以更新成支援chromecast,7.10.40,4,4
坂道粉,歌詞方面的建議,"建議外國歌曲，像是日韓文的原文歌詞下
都可以附有中文歌詞
發現只有少數歌曲附有中文歌詞，這有點可惜
基本上是個好的音樂程式，辛苦了☺️",7.10.40,5,5
蔡沅壕,斷訊,聽一聽就斷訊很煩餒 更新一下好不好 又不是沒繳錢,7.10.40,5,5
chiahuaccc,睡眠定時功能好重要,"找到睡眠定時功能了！好感動！
變更方便！
在播放頁面右上角的⋯裡面
謝謝kkbox",7.10.40,5,5
more0467,無損什麼時候才要給IOS的使用？,差別待遇,7.10.40,1,1
Shinyicheng,歌詞回報,"1.新增的歌詞錯誤回報功能要怎麼用？
2.服務中心的介面無法用KKID進入",7.10.40,5,5
lai h.c.,想提問🙋🏻‍♀️,小編請問現在不能提交歌曲了嗎😭,7.10.40,5,5
paula ida,希望可以填加新功能,"希望在正在播放歌曲的頁面可以增加刪除鍵
長期使用KKBOX全部歌曲實在太多首
不敢全部刪除 又無力一首一首聽過再決定去留
如果直接在正在聽的頁面刪除實在是會方便很多
整理大量歌曲實在更便利 謝謝",7.10.40,5,5
請給我正當回應,好東西,真的試過很多音樂平台，依然還是回到KKbox最熟悉的地方,7.10.32,5,5
Weily0427,還我定時關閉功能,我睡覺需要音樂！！！,7.10.32,1,1
Pei lune,睡眠定時以為不見了,"更新之後以為睡眠定時不見了，後來找一下發現在歌曲播放畫面右上角「⋯」
不用跑設定裡找了～～～",7.10.32,4,4
i11prov,打不開：(,"iPhone 11 pro 
iOS 13.2.3
更新APP後就打不開了",7.10.32,3,3
Ericaaaaa1284596,定時關閉呢？,更新之後怎麼沒有定時關閉功能了？？,7.10.32,5,5
@$？！/-：）,一下子沒更新就直接卡住不能用是怎樣,很故意欸,7.10.32,3,3
Biebiebiebie,推薦歌曲的功能有待改善,聽完單一歌曲之後的系統自動推薦選歌真的很不符合聆聽者的喜好跟品味（例如聽完獨立民謠之後系統竟然推薦80年代華麗搖滾）才用了幾天，就已經想換成其他平台了，演算法真的不太強。,7.10.32,3,3
ssakenn,睡眠,為什麼睡眠倒數不見了,7.10.32,1,1
SandraChen1983,好用～,方便好用的播放軟體 推薦唷～,7.10.32,5,5
crtying,為什麼更新後定時不見了？,想說有定時很方便，睡覺時也可以放，但現在卻不見了⋯可以新增回來嗎,7.10.32,3,3
psjdhxuem,定時功能,希望可以恢復定時功能,7.10.32,1,1
sw10333,訂時功能不見了,訂時的功能找不到了 好奇怪...,7.10.32,5,5
陳孟哲,定時,怎麼沒有定時關閉了？,7.10.32,4,4
Kshfbjeisj,下載的歌曲一直不見是怎樣？,搞什麼啊,7.10.32,1,1
我打什麼暱稱都說被使用還讓不讓我發評論,耗電,為什麼最近只開KKBOX 沒開別的耗電都很兇而且手機還發燙，以前沒有這樣啊,7.10.32,4,4
洪達飛,定時關閉功能,"能不能把定時關閉功能還我😭
沒有那個功能真的很不方便",7.10.32,5,5
zxctom,定時,之前有定時效果結果現在找不到這個效果 該怎麼辦,7.10.32,5,5
Jsjdkwnxidnwhdmd,煩,逼別人一定要更新煩死了,7.10.32,1,1
鐘鐘鐘鐘鐘,定時播放,更新完就找不到定時播放了？？？？可以恢復嗎～～🙏🙏🙏,7.10.32,5,5
cmcnvandlg eir,睡眠模式不見了！,快把睡眠模式還我啊！沒音樂我沒辦法睡覺啊！！！！！,7.10.32,5,5
nai021,音樂辨識,已經到「發現」 右上角還是沒有音樂辨識,7.10.32,3,3
騙人的把戲,一直閃退,要人儲值訊息一直傳，儲值了，找個歌一直閃退😡😡😡？現在是什麼情況？,7.10.32,1,1
echubmw,16bits CD 音質？！,剛剛收到的簡訊：KKBOX Hi-Fi 音質採用 16bit/44.1Khz 或 16bit/48Khz 取樣率 的 FLAC 音檔格式，等同於 CD 的細膩音質， 全面提升你的音樂聆聽層次感。  但是app音質裡面，沒有這個選項。,7.10.32,3,3
lriu,很棒,越來越好用了～,7.10.32,5,5
I_am_Joanna,睡眠定時功能只是換位置了,大家可以滑一下下面評論的回覆，睡眠定時功能只是換了位置。,7.10.32,5,5
松腳,設定問題,"請問為何更新後在設定裡找不到設定關閉的時間
睡覺前都會用的 現在卻找不到好困擾！",7.10.32,2,2
"WU,JK",為什麼要取消倒數計時器,倒數計時器很實用啊，希望加回來,7.10.32,4,4
熾胤,牽絲戲 是銀臨唱的,不是木及少年啊⋯⋯我想要銀臨的版本,7.10.32,5,5
魔術苓,睡眠模式快回來,。,7.10.32,1,1
蘇玗,為什麼沒有睡眠定時播放！！！？,"我忘了這個功能確切名字是什麼，但我很愛用這個功能！我要聽歌睡覺都會開這個來定時，這個功能找不到了那我幹嘛還要用KKBOX 來聽歌，好悲傷欸！！！！！！

拜託告訴我，這是我手機問題還是真的把這個功能拿掉了？？？？
感謝 ಥ_ಥ",7.10.32,5,5
oooooocyfjys,計時器,更新後這功能是不是被移除了，希望可以加回來，有時想聽著音樂入睡會用到，定時一個小時關閉很方便。,7.10.32,4,4
kishajsnzjjznznaa,歌曲有些沒有,希望能改進,7.10.32,4,4
imaxyeh,播放紀錄跨裝置同步這麼基本的功能沒有嗎？,？？？,7.10.32,1,1
PPeiiiii,改善一下拜託啦,我根本沒碰手機但是他會自己大聲小聲暫停又播放 播放鍵有時候還不給按 持續兩天了 真的蠻可怕 拜託盡快處理謝謝了:(,7.10.32,1,1
eiidjrne,版型不合iphone11,版型不合iphone11,7.10.32,5,5
五十嵐帥哥,...,用電腦放，自動調整音量大小也按了，聲音忽大忽小還是很嚴重，明明已經取消在收藏歌曲的歌單裡卻還是會播放到，到底是哪裡有問題⋯⋯,7.10.32,3,3
需要聽歌睡覺,更新後睡眠設定消失了,更新後睡眠設定消失了，這樣手機晚上聽歌會無法自動關閉，可以協助還原這個設定嗎？😭,7.10.32,4,4
ㅠㅠ너옿뎌저,更新後功能消失,希望定時功能可以回來，更新後發現無法定時蠻困擾的,7.10.32,4,4
A910423,現在都沒有睡眠定時了嗎？,這樣變得很不方便，要睡覺都不能定時聽音樂了，可以設定回來嗎？,7.10.32,2,2
回憶帶著走,計時器,計時器怎麼不見了😱睡覺需要啊～,7.10.32,5,5
寧0499,為什麼不能自己編輯歌曲的順序,以前的歌曲庫都可以編輯歌曲的順序，現在都不行了，很困擾，有時歌曲的順序也都會突然自己變動，想調回之前的順序都不行，請改善,7.10.32,4,4
kkkuan,Podcast 的功能爛死了,上次聽到一半的podcast 想要繼續聽結果死都開不起來沒辦法播放就算了想說從頭開始試看看結果變成沒聲音然後時間條一直在跑==爛死了我考慮要用回Spotify 了⋯⋯,7.10.32,1,1
ㄏㄧㄏㄧㄧ,「發現」的排序希望可以更改,希望可以把演唱會資訊，頭條和podcast排到最後面。 會用kkbox主要就是想聽音樂吧！排行榜新發行等等可以排前面，這樣才不用每次還要滑過去,7.10.32,3,3
LING LIGN,音樂辨識功能,原本有的音樂辨識功能不見了，這樣要搜歌變得好不方便，希望可以改回來。,7.10.32,3,3
卡關卡關了喇幫幫我,更新後反而閃退,原本7.9，更新7.10後反而閃退要重下載,7.10.32,1,1
林貝寶寶,很不爽,快把睡眠模式恢復!!!,7.10.32,1,1
SleepWithMusic,希望睡眠播放設定可以回來,近期更新後，發現沒有「睡眠播放設定」的那個功能了？覺得那個功能很好，尤其是對於習慣聽音樂入眠的使用者，現在沒有那個設定，有時睡著了音樂還在播放，反而會被音樂嚇到然後醒來。可以讓那個功能回來嗎？Please,7.10.32,3,3
😑😐🤦‍♀️😑😐🤦‍♀️,倒數計時器,"請問睡眠的倒數計時器怎麼沒了？
我每晚睡前都需要它
結果我更新完就消失了
希望它可以回來……拜託🙏",7.10.32,4,4
襪娃手作品都,更新過後小問題,為啥更新後定時設定不見了😂？,7.10.32,4,4
飛夢樂,今天我更新完完全沒辦法進入程式,我的iso版本是13.3.1，今天剛好更新完程式，點app完全無法打開，點開就閃退，從開機也一樣，關app也一樣。請趕快修復啊！！,7.10.32,4,4
準備刪掉app了,請改善。,"強制更新完後，為什麼無法與之前一樣繼續播放前一首歌曲？
每次重新連結藍芽，按下播放就顯示「沒有歌曲」要再找一次原本聽的歌非常不方便，請改善好嗎。",7.10.32,2,2
徐妮妮妮,睡眠倒數功能不見了,更新後此功能不見了！,7.10.32,4,4
pokihigood,睡眠模式,睡眠模式是不是不見了？！！,7.10.32,4,4
linguanguan,更新後...,更新後，停止播放的功能不見了，晚上睡覺只能播到睡醒才能關，不方便,7.10.32,3,3
djdjskasmsm,音樂辨識,請問為什麼這個功能更新後不見了,7.10.32,4,4
lalannla,分享至IG,"希望不只有分享歌詞才能選擇背景
歌詞分享至IG非常喜歡 還可以選擇背景或是專輯封面🤩👍",7.10.32,1,1
看唷給嗎歐車,閃退,在手錶打開卻直接閃退到主畫面,7.10.32,1,1
Marco922391,閃退問題請重視,這幾天登入一直閃退，是怎樣？,7.10.32,3,3
都在閃退啊！,閃退,"購買好多年
結果這次更新一直閃退
我花錢實用不是給你們更新閃退得！
有沒有搞錯啊
這樣損失你們是要怎麼處理跟負責？",7.10.32,1,1
Shella Haung,用很久了！,超好用 都用這個聽歌,7.10.32,5,5
自己不想辦法抓外掛 卻影響乖乖玩的玩家,睡眠定時,"睡眠定時消失了
點問題都是error",7.10.32,5,5
Paula豬,不能設定,為什麼睡眠模式不見了？,7.10.32,2,2
子芮兒,貼近人心,更新後，睡眠定時在播放頁面也能設定，真的是很貼心👍🏼,7.10.32,5,5
茹希,睡眠定時模式消失了,我每天必須用的模式消失了😞希望趕快弄回來,7.10.32,5,5
carat02140526,設定睡眠時間的東西不見了,擔心音樂播整晚耗電快，但睡覺又想聽歌,7.10.32,5,5
Ben20000707,歌單問題,希望遇到不喜歡的歌曲可以運用搜尋歌曲直接刪歌，不然要找老半天才能找到然後才刪歌。,7.10.32,4,4
tsmc8155,原本有定時為什麼要拿掉？！,"定時可以不要拿掉嗎
那是多麼重要的功能不知道嗎🙄🙄",7.10.32,2,2
1098263654,搜尋歌曲,搜尋歌曲的功能怎麼不見了,7.10.32,4,4
為什麼愛心不見了,更新後怎麼沒有睡眠時間設定????,更新後怎麼沒有睡眠時間設定????,7.10.32,4,4
阿就這樣啊,為什麼更新後倒數播放器消失了,"睡覺超好用的倒數計時器怎麼能消失了😭😭
還逼我更新",7.10.32,5,5
丸啊啊啊啊啊啊,睡眠定時很重要,睡眠定時很重要啊⋯⋯趕快回來這功能,7.10.32,1,1
也是喔匙姐姐你就能賺錢喔次欸次,沒有定時關閉,更新之後沒有睡眠定時關閉,7.10.32,5,5
蝦堡了,加入歌單有問題,我把歌加入歌單裡了，不過歌單卻沒有我加的這首歌，到底怎麼回事啊？而且還說我已經加了，不過我的歌真的沒有在裡面啊！,7.10.32,1,1
阿塔庫特下午喔,幹,為什麼要付錢,7.10.32,1,1
Ddfhkfaruiogde tipoff sweetie,無法使用,更新後閃退,7.10.32,1,1
Yukeh0032,閃退,一更新就閃退，我的天呀，我花錢買會員，還不能用，實在傻眼,7.10.32,1,1
酥酥芋頭,更新閃退,"Iphone11重開機也無效
更新後打不開了⋯⋯",7.10.32,5,5
蕙心！！,不能定時播放,更新後不能定時播放,7.10.32,3,3
gril kid child,定時關閉的功能不見了,這次更新之後，原先有的睡眠定時功能不見了，希望能夠恢復，對於睡覺需要聽音樂的人來非常需要這個功能，希望能夠恢復。,7.10.32,2,2
Norah Chen,閃退,更新後一直閃退，軟體根本打不開！！！,7.10.32,5,5
歌曲搜尋,歌曲搜尋,為什麼錄音搜尋歌曲的模式不見了,7.10.32,3,3
一直要求更新卻沒有更新選項,更新不了,一直跳出畫面要求更新，點進來app商店卻沒有更新的選項，我就一直被要求更新，卻一直沒有辦法更新，是把我當白痴耍嗎？？,7.6.50,1,1
沈秀水,睡眠倒數計時怎麼不見了？,睡眠倒數計時怎麼不見了？,7.10.32,3,3
不老魚,睡眠定時關閉,改版後，已經沒有睡眠定時關閉功能很糟糕,7.10.32,3,3
不要消失定食播放,定時播放呢😭😭😭,"更新後 找不到定時播放
這很重要啊啊啊啊😭😭😭😭😭",7.10.32,5,5
a0933043702,睡眠定時不見了,為什麼睡眠定時關閉的功能不見了？？,7.10.32,4,4
想要定時模式的人,定時模式去哪了？,"原本有的定時模式怎麼沒了？
睡覺前都會做這樣的設定，沒了這個真的很不方便",7.10.32,3,3
Sprite0514,Carplay請支援播放收藏歌單,Carplay無法選擇播放最愛歌單，只能選取自選歌單，非常不實用，請協助新增,7.10.32,5,5
....！..？,定時,請問最新版本的定時功能沒有了嗎？,7.10.32,3,3
B2957289,可以設定自動關閉的功能是否消失了,"ios版可以設定時間自動關閉的功能是否消失了
突然就找不到了
少這個功能很可惜啊～
這功能很重要耶",7.10.32,4,4
知知46,播放時間,設定自動停止的功能怎麼不見了？,7.10.32,3,3
...30678,請問為什麼更新後睡眠定時器不見了,如題,7.10.32,1,1
北鼻yuki,定時功能,請問定時功能怎麼更新後就消失了？,7.10.32,4,4
cvbbdfjj,再改那麼爛開通整年也不續訂,睡眠模式呢！！！更新後拔了？？？還來😭😭😭😭😭😭😭😭😭😭😭😭😭,7.10.32,1,1
e227701620,辨識歌曲,更新之後辨識歌曲不見了，要找喜歡的歌很不容易,7.10.32,3,3
KellyxRossi,少一星是因為....,少一星是因為更新後「主題色」好醜，我眼睛很不舒服，請快點改善！謝謝,7.10.32,4,4
Firzen 0713,提交歌曲建議如同石沉大海,陸陸續續提交了好幾首歌曲建議，幾個月過去了，一點消息都沒有，這個功能有跟沒有一樣，覺得失望⋯⋯。,7.10.32,2,2
chaoyu0513,操作更直覺方便了,這版的睡眠定時設定改到播放器右上角的...功能選單，設定不需要跳出到設定頁了，很方便啊！,7.10.32,5,5
Glindgking,歌曲順序編輯功能,"建議本機離線歌曲區再新增可編輯歌曲排序功能，方便使用者依喜好自由排列歌曲

請問iphone介面是否無此功能？",7.10.32,2,2
DK玩命關頭,找不到設定播放的時間,"改版之後
內建-設定的
播放時間不見了！",7.10.32,3,3
Wei861000,Widget,希望可以推出widget功能,7.10.32,5,5
Rain_1028,定時播放沒了？,怎麼取消了定時播放呢？ 睡前播歌很好耶,7.10.32,4,4
紫翼御皇,睡眠定時,找不到原本睡眠定時功能，是移除了嗎？,7.10.32,2,2
不要一開始就卡關,很喜歡的app,"希望隨機播放不要常常都是那幾首歌
還有新增的歌曲可以在最上面",7.10.32,5,5
芊馨,睡眠設定,原本設定裡面有睡眠自行設定關閉音樂的改掉了？我就是因為可以自行設定才下載付費的 那功能改我用什麼？幹嘛消費？,7.10.32,4,4
Xiang🙏,睡眠定時關閉音樂的功能呢,定時的功能怎麼消失了！？,7.10.32,1,1
Wen0108,睡眠播放時間設定不見了,"睡眠播放時間設定不見了⋯⋯
睡眠播放時間設定不見了⋯⋯
睡眠播放時間設定不見了⋯⋯",7.10.32,2,2
Chenten,播放定時,定時播放功能不見了😫😫😫,7.10.32,5,5
Exxiaa,iOS 9 無法使用,"今天舊手機上的app開始跳登入介面,然後app跳更新又不給更新,麻煩幫幫忙。",7.7.22,2,2
魅影天忌,音樂辯識不見了嗎,如題,7.10.32,5,5
♡︎𝙰𝚕𝚒𝚌𝚎♡︎,😭😭😭,這真的是一款很好用的程式，但是為什麼昨天更新完後，設定裡的「睡眠定時播放」就不見了，平常真的很需要那項功能,7.10.32,5,5
爛App，你媽死了？,睡眠計時,"你們把睡眠計時取消掉是在衝三小？
不弄回來，我就不用KKBOX 了
無效版本更新，廢",7.10.32,1,1
Berry peng,設定裡的時間不見了,"我覺得設定裡的倒數計時時間停止音樂這個功能很好，為什麼就這樣更新完就不見了？
對於一個晚上睡覺會聽音樂的人很防方便耶！不知道可否改善",7.10.32,1,1
ru.liu,很棒👍🏻,"我覺得新版很棒啊~
很多更新後的問題，其實去官網搜尋，都有說明。
大家幹嘛都那麼兇.....
多給設計的人一點鼓勵很難嗎",7.10.32,5,5
Niceful,請問播放時間限制的功能為何沒有了？,請問播放時間限制的功能為何沒有了？,7.10.32,3,3
Nimabu1997,不見了,請問更新完聆聽搜尋跑到哪裡去了,7.10.32,4,4
愛聽音樂的啾啾,許願的睡眠倒數功能終於出現了,建議好久終於看到睡眠倒數功能了，現在播放就可以直接放著聽歌睡覺了,7.10.32,5,5
大兔燕,找不到睡眠定時？,找了一陣子才發現原來是放在播放畫面右上方的設定裡面，但這樣好像比較直覺耶！,7.10.32,5,5
