content,rating
歌曲 的 數量 豐富 但是 很多 大陸 流行歌 沒有,1.0
天下雨 我 愛 想 你 好 情人 你,1.0
還要 付費 而且 還 會 自己 浪費 我 僅有 的 首 歌,-1.0
星 目前 付費 使用 有 個 月 了 以 中文 歌曲 的 搜索 來 說 已經 是 目前 市面 上 最 強大 的 但是 還是 希望 在 哼歌 搜索 上 可以 更 進步 只有 秒 真的 不 太 夠 星 可以 了 系統 作業 上 的 延遲星 為什麼 付費 了 依然 不能 聽 歌星 中文 的 歌曲 來 說 辨識 程度 已經 很 不錯 了 可惜 辨識 的 時間 太 短 只有 秒 而且 是 無 差別 辨識 如果 在 哼歌 辨識 上 可以 調整 收錄 的 時間 長度 例如 調整成 秒 或是 預先 鎖定 一定 的 範圍 例如 把 我 現在 哼 的 歌 鎖定 在 男 歌手 中文 的 範圍 這樣 就 能 更 準確 的 找到 自己 想要 的 歌曲 如果 哼歌 辨識 的 功能 可以 進步 到 這樣 的話 我 一定 會 訂閱 的,0.5
讚,1.0
好用,1.0
優籌,1.0
更新,-0.5
好用,1.0
暫時 都 很 讚 我 喜歡 聽 音樂,1.0
很 好用 的,0.5
讚讚,1.0
雙魚 游泳 好聽,1.0
我 不 明白 為何 我 的 全部 歌曲 首離線 歌曲 有首 可以 聽 這 是 什麼 概念 希望 新增 功能 未 授權 直接 自動 刪除 不用 在 浪費 消費者 的 時間 還要 一個個 找 再 來 刪除 或是 撥 音樂 撥到 未 授權 導致 間斷 麻煩 請 盡快 改進 可以 給 星,-0.5
不錯 音質 很 好,0.5
歌曲 播 到 一半 就 沒 聲音 歌 有時候 下載 好了 又 說 沒 下載,-1.0
好好 聽 音樂,1.0
閃退,0.0
完美,1.0
超棒 的 遊戲 建議 朋友 們 去 網址 能 玩 滿 元寶 無限版 創角 就 可以 直接 各 種 資源 全 都 無限 輕鬆 吊打 土豪超爽 但是 玩 到 後面 的 高難度 就 沒辦法 只 用 大拇指 輕鬆 玩 了 從 新手 模式 改成 大觸 模式 又 學習 了 好一陣 的 食指 很 想 只 用 大拇指 玩 卻 能 挑戰 高難度 的 歌 小 惡魔 瑪利嘉 在 打 一些 歌 的 時候 都 會 自爆分數 換來 的 代價 卻 是 無法 通關 是 不 是 太 高 了 一點 說真的 這 是 款 很 棒 的 音樂 遊戲 簡單 的 操作 讓 沒 音感 的 玩家 也 能 上手 可愛 的 畫風 和 收集 要素 讓 人 玩 不 膩 不 過 而 外 的 章節 和 音樂 賣 的 有點 小貴 其他 的 都 很 不錯,1.0
打擊感 強烈 配合度 高 策略性 強 可是 上 次 我 在 網址 有 玩 到 滿 鑽石 無限版 資源 道具 都 是 直接 無限 的 還 有 很多 遊戲 無限版 能 挑超爽 的 阿希望 遊戲 團隊 可以 優化 調整 一下 感謝 你們 的 辛勤 付出 很 久 沒有 這麼 用心 的 玩 一 個 遊戲 了 本來 下載 這 個 遊戲 只是 想 隨便 玩玩 打發 時間 畢竟 現在 遊戲 選擇 很多 但 在 深入 瞭解 遊戲 的 細節 再 加上 線上 盟友 日漸 累積 的 革命 情感 在 對抗 各 國 的 合作 下 對 這 個 遊戲 的 瞭解 就 越 深 再 來 遊戲 並 不 侷限 某 國 或 某 區域 在 強大 內建 翻譯 的 輔助 下 與 各 國 的 溝通 不 是 問題 更 添加 了 遊戲 的 豐富性 每 天 都 有 意猶未盡 的 感覺 值得 一 玩 再 玩,1.0
人 還是 比較 喜歡 的 從來 沒有 玩 過 這麼 久 的 手機 遊戲 聽說 去 到 能 玩 滿 元寶 無限版 進入 遊戲 就 全部 道具 資源 都 無限 用 超爽 的 傳承 經典 端遊 改編 而 成 的 遊戲 畫麪 人物 畫面 都 美 的 讓 人 驚訝 而且 每 個 職業 都 有 自己 華麗 的 技能 我 最 喜歡 跟 朋友 一起 組隊 玩 排位 聯賽 非常 的 刺激 好玩 玩累 了 還可以 游泳 釣魚 讓 我 好 想 整 天 都 掛 在 遊戲 裡 真的 都 玩 不 膩 呢 呵呵 遊戲 很 好玩 提 個 小 建議 在 一 款 小 體量 的 單機 勇闖 地下城 裏 發現 的 一 點 就 是 一些 特殊 效果 詞條 的 裝備 似乎 在 當今 的 遊戲 裏 蠻 常見 例如 增加 技能 範圍 或者 飛行物 數量 或者 自動 釋放 壹 個 什麼 低等級 的 技能 包括 像 些 常規 屬性 如 生命 回復類 的 詞條 可以 使 玩家 在 技能 以外 更加 極化 的 去 選擇 其他 玩法 流派 以上 就 是 個人 主觀 想法 吧 遊戲 能 有 一定 口碑 肯定 有 他 的 過人 之 處 還是 很 支持 的 加油 啊 畫風 新穎 我 想 這 次 在 最近 當中 出 的 一 款 很 好 的 遊戲 這 種 手遊 雖 沒有 到 不 常見 美中不足 就 是 不能 像 每 一 個 地方 都 環環相扣 讓 我 體驗到 遊戲 設計師 的 創意 小巧思 但是 真正 好玩 的 也 不 多 了 而且 人物 和 景色 處理 都 獨樹一格 每 一 個 地方 都 環環相扣 讓 我 體驗到 遊戲 設計師 的 創意 小巧思 非常 耐玩 而且 劇情 引人入勝,1.0
本來 看 四星 多 覺 的 可能 很 不錯 後來 看 一下 全部 都 是 機器人 再 洗 評點 實在 很 反感 連 下載 都 不 想 按 了,0.0
還 不錯 的 付費 音樂 平臺 但是 中國 大陸 的 歌曲 實在 太少 了 希望 能夠 納入 更多 更 豐富 的 中國 大陸 的 歌曲,0.5
爛死 了 我 都 註冊 過 了 還 不 讓 我 登入 一直 要 我 註冊 下面 在 跟 我 說 我 註冊 過 了 又 不 讓 我 登入 是 有病 嗎,-1.0
好聽 請 再 多 彙集 古典樂 合集 謝謝,0.5
第一 次 用 還 不錯,1.0
喜歡,1.0
比 想象 中 好,1.0
解約 解約 上 年料金 重複 徴 収 報告,-1.0
遊戲 不錯 但 不能 一 次 觀看 全 隊員 的 裝備欄 有點 可惜 可是 上 次 我 在 網址 有 玩 到 滿 鑽石 無限版 資源 道具 都 是 直接 無限 的 還 有 很多 遊戲 無限版 能 挑 超爽 的 阿跳 脫 以往 當 勇者 打怪 的 思考 模式 玩起來 真的 非常 有趣 而且 會 一直 吸引人 繼續 玩下去 但 整 個 操作 介面 真的 太 小 了 玩 到 眼睛 非常 不 舒服 雖然 目前 轉移到 平板 之後 問題 解決 了 但 相對 也 會 降低 打開 遊戲 的 頻率 畢竟 還是 比較 常 把 手機 帶 在 身 上 有點 可惜,1.0
新 功能 說明 居然 貼 簡體字 咳咳,0.0
好用,1.0
新 功能 變 簡體字,0.0
非常 好用 讚 啦,1.0
哼歌 找 歌 還 滿 準 的,1.0
相當 實用,1.0
如果 支援 我 會 更 開心,0.0
爲 什麼 有時 給 聽 秒 有時候 聽完 是 怎樣 差評,-1.0
滿意,1.0
用 習慣 了 所以 一直 都 沒有 改 其他 音樂 但是 最近 有 個 缺點 就 是 搜歌 時 會 出現 不 對應 的 結果 假如 搜 的 卻 跑出來 一 大 堆 歌手 或 的 歌 沒有 一 首 是 我 要 的 那 首 蠻 奇怪 的 希望 官方 如 重視 這 個 問題 可以 加以 改善 謝謝,0.5
朋友 介紹 我 可以 用 這 聽 歌 但是 我 長期 在 國外 出差 說 不 在 服務區 連加 會員 都 不能 加 雖然 月 要 回 臺灣 一 星期 但 之後 還是 要 出去 的 是 不 是 就算 成為 付費 會員 了 在 國外 一樣 不能 用,0.5
希望 可以 改成 不用 付費,0.0
車用 模式 的 下方 按鈕 及 背景 希望 開放 黑色 系列 配色 暗黑,0.5
讚,1.0
一直 覺得 音質 很 糟糕 聲音 很 破用 耳機 感受 不 出來 聲音 外放 就 很 明顯 雖然 上 次 更新 好 很多 但是 比起 其他 串流 影音 及 還是 差異 很 明顯 且 聲音 調大 就 能 感受到 音質 的 落後 非常 可惜,0.0
髒聽 個 英文 排行 還要 加入 韓國歌 是 要 跪舔 韓國 的 什麼 時候 呢,-1.0
美麥 用,1.0
昨日 的 閃退 今日 已 回復 正常,1.0
很多 抖音 包括 顏人 中 隔壁 老樊 的 歌 都 無法 聽到 說 是 所在 地區 沒有 版權 就算 是 白金 會員 也 有 不 公平 的 地區 限制,-0.5
有 收到 回覆 雖然 最後 沒 得到 版權 但 還是 很 感謝 至少 知道 消息 因為 這 個 進步 而 改回 五 顆 星 以 表 感謝,1.0
這 款 能夠 給 人 帶來 視覺 與 聽覺 上 的 享受 以後 再 也 不會 無聊 還 有 壹 個 特別 的 小 技巧 告訴 大家 在 這裏 下載 的 版本 可以 滿 不用 自己 充 這 款 卡牌 手遊 真是 給力 畫面 震撼 視覺 沖擊感 強烈 多 款 技能 搭配 的 創新 玩法 打造 極致 的 試玩 體驗 全面 的 立體 社交 帶來 不 壹樣 的 暢玩 感受 以及 帶來 深刻 的 角色 扮演 感對 它 情有獨鐘 絕對 是 有 理由 的 遊戲 精彩 無限 建築 工地 設計 完美 結合 非常 喜歡 如果 有 多些 功能 更加 好 這樣 玩起來 會 更 刺激 更 耐玩 如果 可以 的話 希望 在 建設 過程 自主 選擇 喜歡 的 地方 開發 裝修 風格 自主 設計 會 更 完美 啦 遊戲 用戶 可以 自由 選擇 自己 的 夥伴 組隊 參加 比賽 一切 要 新穎 刺激 獨特 風格 爲 基礎 才 能 更 好 地 吸引 所有 的 客戶 羣體 希望 這 個 遊戲 好 快 有 新 的 玩法 期待,1.0
用 了 好幾 年 了 沒 什麼 大 問題 唯一 問題 是 最近 幾 個 月 開始 連接 藍芽 喇叭 的 播放 聲音 比 以前 小 很多,0.5
介面 需 再 優化 選項 太 多餘 與 複雜 不 人性化,0.0
很 好用,1.0
非常 流暢,1.0
太 麻煩 了,-1.0
為什麼 新 功能 的 介紹 是 簡體,0.0
很多 歌,0.5
為什麼 只 能 聼 三十 秒,-0.5
好用 希望 有 更多 歌,0.5
邊 聽 邊 下載 能不能 新增 儘 下載 加 到 最愛 的 歌曲,0.0
好用,1.0
歌曲量 足夠 但 日文 歌 的 歌名 是 英文 拼音 有點 麻煩,1.0
這 次 更新 總算 有感 了 目前 聽 音樂 不會 有 中斷 的 問題 了,1.0
爛爆,-1.0
已經 在 中華 電信 付費 成為 白金 會員 可是 開啟 還是 一般 會員 一直 顯示 要 付費 申級 為什麼,-0.5
登錄 很 久 常常 無法 登錄 快 不 想 用 了,-0.5
還 以為 真的 找到 一 款 免費 離線 音樂 到頭來 還是 叫 你 付錢 不然 一 首 都 不 給 你 聽,-0.5
罷免 高雄 市長 韓國 喵 公民 割草 囉,1.0
希望 可以 多 新增 一些 歌,0.0
垃圾 不 好用 到期 的 時候 下載 的 歌 就 會 出門 在外 沒 網絡 的 情況 下 就 聽 不 到 歌 有 些 人 有 數據 可是 有 些 人 沒有 呀 我 就 沒有 我 還 是 一 個 學生 沒有 數據 不能 再 沒有 網絡 的 時候 聽 歌 所以 這 個 對 我 來 說 一點 用 都 沒有,-0.5
不 好用 需要 充 錢,-1.0
很 棒 是 沒 錯說到 版權 您 可 使用 提供 我們 下載 這樣 不 是 不用 繳費 嗎 使用 者,0.5
昨日 的 閃退 今日 已 回復 正常,1.0
新 功能 變 簡體字,1.0
朋友 介紹 我 可以 用 這 聽 歌 但是 我 長期 在 國外 出差 說 不 在 服務區 連加 會員 都 不能 加 雖然 月 要 回 臺灣 一 星期 但 之後 還是 要 出去 的 是 不 是 就算 成為 付費 會員 了 在 國外 一樣 不能 用,0.5
未 有 格式,0.5
為什麼 新 功能 的 介紹 是 簡體,1.0
這 遊戲 好玩 怪物 種類 繁多 技能 也 非常 有 獨特性 非常 好玩好 希望 可以 像 上 的 遊戲 一樣 都 是 登入 送 和 無限 鑽石 這樣 一定 會 有 更多 人 玩 別 浪費 臺幣 在 這 遊戲 上 了 超級 好玩 的 手遊 畫面 色彩 搭配 很 美 音效 沈穩 內斂 又 起到 好處 的 烘托 氣氛 每 一 個 章節 的 機關 都 設計 的 很 巧妙 臺詞 也 很 優美 非常 非常 值得 一 玩 的 遊戲 劇情 不錯 不會 太 難 我 一 個 晚上 就 全 破 關完 了 優美 的 音樂 加上 精緻 的 遊戲 畫面 及 風格 很 享受 不論 是 構圖 或 色彩 都 非常 有 設計感 還 有 優美 的 配樂 還 能 動腦 真的 老少咸宜 非常 喜歡 幾何 圖形 的 創意 搭配 音樂 和 背景 非常 適合 與 孩子 一起 學習 動腦 但是 玩 過 一 代 後 跟著 孩子 一起 嚎叫 似乎 把 難度 資金 投 在 美學 上 了 跪求 資料片 一樣 在 音樂 跟 設計 上 很 優秀 雖然 不 太 懂 故事 但 整體 難度 沒 一 代 高 二 代 創新 的 煙火 設計 很 棒 非常 感謝 團隊 出 的 好 作品,1.0
希望 可以 有 鎖屏 特效,0.5
離線 能 搜尋 自己 歌單 的 歌,1.0
好,1.0
好,1.0
如果 支援 我 會 更 開心,0.5
如同 標題 所 見 遊戲 很 棒 因此 我 給 五星 但是 我 知道 去 一 個 網址 是 有 滿 的 無限 鑽石版 資源 通通 大放送 還 有 千 爆款 在 線 的 遊戲 無限版 不用 充 就 能 玩 超爽,1.0
有 好多 歌 都 搵唔 到 又 唔齊 可 唔 可以 改善 嚇,-0.5
不 貴 好用,1.0
能 原唱 嗎 怎麼 一 堆 翻唱,-0.5
更新 後 變 得 很 卡 希望 可以 出版 也 希望 能 跟 另 一 個 牌 音樂 軟體 一樣 可以 手動 刪除 快 取 不然 佔 很多 空間,0.5
好用,1.0
註銷 賬號 沒有 提交 或者 發送 選項 能不能 給 個 合理 的 解決 方案 註冊 選錯 地區 了 想 更改 註銷 又 無法 註銷 怎麼 這樣 反 人類,-1.0
不錯 的 隨身 音樂庫,1.0
方便,1.0
很 好,0.5
實在 不 懂 為什麼 每 次 剛 播 歌 就 會 跳掉,0.0
持 此 次 事實 上 請求權 請求權 姿勢 請求權 其次 是 實現 請求 權石 獅子 有 事情 古厝 額外 此時 則 為 事情 健康 廣告詞 我 為 此 自由 最 接近 再次 時間 觀看 除外 為 此 餐飲業 趕快 去 嗚嗚嗚 四月 嗚嗚 嗚我 事實 上 時時刻刻 氣促 月經期 下 次 因此 在 雜草 永遠 是 全 額 為 此 事實 上 因此 此 時代 謝長,1.0
超 完美 對 我 來 說 是 的確 令 我 越來越 喜愛 佢 和 心花怒放 帶給 全球 的 人民 和 香港人 一生一世 的 喜悅 和 感恩 另外 雖然 同 的 會員 身份 有 分別 但是 我 認為 總會 是 有 關心 和 充滿 感情 等等 的 優點 我 和 其他 人 有 共同 的 想法 就 是 是 我們 的 天使 另外 以 錄影 全 國 或 地區 的 歌手 去 進行 他們 各式各樣 的 分享 讓 我們 有 更 深入 的 瞭解 無論 是 他們 的 專輯 成長 的 路程 等等 真係 多姿多采 像 一 道 極 美麗 又 七彩繽紛 的 彩虹,1.0
很 方便 但是 有 些 以前 的 歌曲 搜尋 不 到 有點 可惜,1.0
更新 後 連 藍 牙 極 不 穩定 聽 一半 自己 暫停 所以 客服 到底 有沒有 要 處理 現在 終於 可以 了 但 還是 不 知道 原因 手機 跟 藍 牙 都 沒 變 過,-1.0
不錯,1.0
最近 使用 閃退 頻率 過 高,-0.5
什麼 破 程式 一 堆 跟 抖音 都 有的 歌 這邊 都 找 不 到,-1.0
遊戲 的 美術 風格 非常 有 特色 背景 音樂 也 很 舒心 可以 去 玩 這 遊戲 的 元寶 無限 滿 版 資源 鑽石 都 是 無限 的 還 有 千 款 遊戲 無限 元寶版 手遊 非常 喜歡 幾何 圖形 的 創意 搭配 音樂 和 背景 非常 適合 與 孩子 一起 學習 動腦 但是 玩 過 一 代 後 跟 著 孩子 一起 嚎叫 似乎 把 難度 資金 投 在 美學 上 了 光 是 角色 配音 就 讓 人 驚艷 讓 人 忍不住 一直 隨著 故事 走下去 除了 主線 故事 還 有 很多 分支 副本 或 玩法 內容 豐富 建議 玩家 用用 平板 或 接 大 螢幕 玩 相信 會 更 好 的 遊戲 體驗 能 解鎖 更多 天賦 技能 得益 於 天賦 多樣 搭配 戰鬥 招式 千變萬化 輕鬆 連 招超 刺激 超過癮 遊戲 擁有 極為 宏大 的 世界 地圖 摸 得 到 的 玄幻 仙境 靜謐 湖景 昆侖 雪山 熱鬧 都城 特色 心苑社 交玩法 個人 相冊 照片牆 廣場 隨時 隨地 都 可 找到 知音 相遇 相識 相知 相愛 經過 研發 團隊 精心 設計 的 眾多 玩法 藏劍穀 守衛仙 盟鬥法 九霄 三 界 奪旗 等 多樣 玩法 等 著 各位 玩家 探索 體驗,1.0
已經 加入 會員 個 月 了 因為 常常 聽 現在 的 新歌 但是 有些 沒有 那麼 新 的 歌 但 卻 有 蠻 厲害 的 很 推 以 歌單 來 說 個 月 白金 會員 也 不 算 貴 九百多 而已,1.0
很 好用 但 很 可惜 英 日 韓 或者 其他 國家 的 歌曲 沒有 翻譯 中文 歌詞 希望 之後 會 有 這 個 功能 繼續 加油,1.0
無法 在 螢幕 關閉 時 背景 播放 而且 匯入 歌單 時 需要 輸入 帳密,-0.5
效率 好,1.0
更新 之前 還可以 把 歌曲 分享到 限動 結果 更新 後 變 不行 是 在,-1.0
可以 新 增倍 播放 速度 這 種 功能 嗎 謝謝,0.5
音樂 聽 一半 程式 會 自動 關閉 試用 都 這樣 了 叫 人 如何 訂閱 下去 呢,-0.5
喜歡 聽 的 歌 一直 解除 權限 過 很 長 時間 也 沒有 恢復 那 這樣 我 花錢 買 月費 做 甚麼,-1.0
垃圾,-1.0
為什麼 不能 分享到 自己 的 限時 動態 了,-0.5
好用,1.0
很 棒,1.0
是 不錯 可是 我 也 沒有 答應 要 續約 你們 就 自動 扣款 這樣 是否 符合 強迫性 的 消費,-0.5
分享到 限時 動態 的 功能 以後 都 沒有 了 嗎,-0.5
原先 可以 使用 分享 至 限時 動態 但 重新 更新 過後 卻 只 顯示 能 分享 至 限時 動態 想 知道 問題 原因,0.0
光 是 角色 配音 就 讓 人 驚艷 讓 人 忍不住 一直 隨著 故事 走下去 可以 去 玩 這 遊戲 的 元寶 無限 滿 版 資源 鑽石 都 是 無限 的 還 有 千 款 遊戲 無限 元寶版 手遊 從 在 開服 前 就 開放 下載 這 一 點 就 知道 製作 羣 有 在 用心 做 遊戲 至少 對 我 來 說 是 這樣 的 因為 我 是 一 個 會 忘記 去 領 預登 獎勵 的 人 雖然 都 一樣 是 開服 就 開始 玩 一樣 是 在 開放 下載 之前 就 在 關注 著 遊戲 可能 有 些 人 就 有 去 領 有 些 人 就 沒有 領到 間接 造成 了 一定 程度 的 差距 雖然 這 個 作法 不一定 是 最 好 的 但是 官方 的 這 個 選擇 讓 我 看到 了 也許 這 個 遊戲 會 帶給 我 不同於 其他 大同小異 的 遊戲 一 種 煥然一新 的 體驗 也 說不定 玩 了 幾 天 覺得 不錯 的 遊戲 但是 真的 很當 也 會 閃退 最近 停機 改善完 是 有 好多 但是 變成 閃退 的 部分 把 時間 拉長 閃退 不然 就 是 要 去 別的 地方 跑到 一半 閃退 真心 建議 改善 到 順 一點 再 開放,1.0
更新 後 無法 分享到,-0.5
不會 用,-1.0
免費 聽首 結果 閃退 浪費 了 一 首 好幾 次 了,0.5
好用,1.0
讚 啦,1.0
我 想 請問 一下 如何 下載 在 電腦 上,1.0
想 知道 為何 目前 無法 分享 限時 動態 了,0.5
最近 怎麼 一直 放歌 放 一 放 自己 關閉 程式,-0.5
我 一直 在 尋找 擁有 這 種 風格 的 手遊 終於 我 找到 了 這 是 我 自己 很 喜歡 的 一 款 遊戲 謝謝 他 給 我 帶來 的 美好 時光 謝謝 另外 網址 異 世界 手遊網 上線 送滿 等 無限 元寶 免費 拿 千 款 熱門 手遊 等 你 玩 想 玩 的 這裡 都 有 鄕親 阿你 自已 下載 來 玩 就 知道 姐 在 講 什麼 瞭 如果 想 玩玩 看 的 人 可以 玩玩 看滿 推薦 的 是 佛心 遊戲 了 獎勵 很多 很 豐富 娶妻 納妾 我 想 這 是 很多 男生 會 喜歡 玩 的 遊戲 不過 一 開始 的 新手 教學 有點 長 這 種 輕鬆 簡單 的 遊戲 可以 不用 這麼 長,1.0
無論如何 來 說 是 我 玩 過 最 好玩 的 遊戲 另外 網址 上線 送滿 等 無限 元寶 免費 拿 千 款 熱門 手遊 等 你 玩 無論如何 也 玩 不 膩 玩 已經 有 半 年 了 真的 太 喜歡 了 本身 就 喜歡 玩 有 這 種 下載 一 次 裡面 就 有 好幾千 款 的 手遊 太 開心 了 根本 完勝 聊天 也 能 拿 元寶 還 去 找 你 的 另一半 吧 一直 玩下去 隱藏 在 遊戲 中 的 祕密 突出 了 遊戲 中 冒險 要素 獲得 裝備 也 是 有趣 的 地方 之 一 雖然 遊戲 很 簡單 還是 有 種 莫名其妙 的 投入感 遊戲 節奏 很 讓 人 上手,1.0
改善 了 謝謝 客服 小編,1.0
哇 這 類型 手遊 不 多 見 耶 如果 去 網址 看 一下 你 會 發現 為甚麼 玩 手遊 要 花 這麼多 錢 這裡 角色 先 抽到 滿意 才 開局 各 種 素材 經驗 和 掉寶率 都 是 十 倍 起跳 還 有 無限 元寶 模式 也 還是 熟悉 的 那 種 不過 遊戲 播放 故事 內容 的 時候 就算 是 男 的 也 都 稱呼 女生 的 妳 有點 怪怪 的 但 介面 操作 還 算 簡單 畫風 及 動畫 很 喜歡 多變 我 認為 可以 提高 一點 難度 我 最 喜歡 挑戰 了 喜歡 這 種 慢慢 玩 就 可以 變強 的 遊戲 因為 這樣 就 不 需要 課金 了,1.0
很 輕鬆 每 天 大概 不用 一 小時 就 能 打完 每日 不錯 另外 網址 上線 送滿 等 無限 元寶 免費 拿 千 款 熱門 手遊 等 你 玩給 個 建議 需要 用到 數量 的 地方 希望 能 有 計算機 的 功能 比較 方便 像 裝備 的 賣出 還 有 每日 獎勵 等級 升滿 了 給 的 最好 是 瑪娜 而 不 是 盧幣 這 遊戲 最 缺 的 是 瑪娜盧幣 多 的 都 沒 地方 花 但 光 是 從 免費 部分 的 劇情 和 音樂 已經 讓 我 十分 驚豔 了 音樂 雖然 是 因人而異 但是 劇情 真的 是 可以 讓 我 雞皮疙瘩 好幾 次 希望 你們 做 的 更 好 加油,1.0
我 是 在 無意 之間 看到 的 這 款 遊戲 體驗 後 可以 給 五星 另外 網址 遠大 法師網 上線 送滿 等 無限 元寶 免費 拿 千 款 熱門 手遊 等 你 玩 完全 的 不用 氪金 的 你們 不 想 試試 嗎 好 三 國 很 好很 的 三 國 很 適合 有點 時間 的 人 來 玩 三 國 內容 也 很 不錯 真 好玩 這 三 國 真 好玩 大家 一起 來 玩 吧 無意間 發現 朋友 玩 這 款 卡牌 手遊 如果 想 玩玩 看 的 人 可以 玩玩 看滿 推薦 的 是 佛心 遊戲 了 獎勵 很多 很 豐富 娶妻 納妾 我 想 這 是 很多 男生 會 喜歡 玩 的 遊戲 不過 一 開始 的 新手 教學 有點 長 這 種 輕鬆 簡單 的 遊戲 可以 不用 這麼 長,1.0
換 個 手機 還 要 等 你們 服務 開通 是 什麼 意思 一等 就 等 一 週 吃撐 了 嗎 這 啥 認證 機制 發 簡訊 來 認證 不會 嗎 等 開通 是 怎樣,-1.0
很 好聽,1.0
垃圾 音樂,-1.0
用 了 這麼多 年 還是 最 穩定,1.0
音質 好 且 省電 又 方便,1.0
不 知道 為什麼 最近 老是 聽 不 到 幾 分鐘 音樂 就 停止 了 同 一 首 歌 要 點 次 以上 纔 有 辦法 聽完 請問 是 什麼 樣 問題 呢,0.5
為什麼 我 更新 了 會員 資料 卻 沒有 天 的 免費 聽 然後 這 程式 聽 音樂 時 經常 斷掉 希望 能 改善 有時 甚至 還 沒 聽 就 跟 我 說 我 的 今日 首 免費 聽 用完 了 是 在 哈囉,0.5
這 在 我方 智慧型 手機 不 是 免費 嗎 否則 怎麼 會 在 話機 螢幕 的 桌面 上 特別 是 中華 電信 的 月租費網 內 吃到 飽 方案 你 能 告訴 我 如何 申報 帳號 且 不會 被 人 連線 盜用 包括 隱私權 盜用 者 是 來自於 華視 國防 視訊 頻道 的 女性 演員 出入 公家 單位 的 臺北 市立 圖書館 於 中山區 門市部 使用 榮眷 身分 來 掌控 現場 公用 電話 與 公用 電腦 與 連線 上網 做生意 買賣 於 網路 系統 功能 人數 非常 多 有 的 出入 在 櫃檯 內 包括 男性 年紀 到 了 卻 不 當兵,-1.0
最初 無料 日間 曲 後,1.0
整體 很 好用 很多 歌 還 有 歌詞,1.0
希望 增加 黑名單 功能 我 不 想 聽到 部份 歌手 的 音樂 或是 某 幾 首 特定 歌曲,1.0
更新 後 沒 了 分享到 限動 的 功能,-1.0
是 怎樣 啊 已經 刪掉 我 的 最愛 裡 的 歌 還 會 一直 重複 聽到 那 是 刪 心酸 的 程式 改好 一點 吧 越來越 鳥 越來越 爛 我 花錢 不 是 要 買 爛 東西 活受罪 的,-1.0
支持 正版 音樂 分類 清楚 許多 喜歡 的 歌 都 有 並且 歌詞 非常 齊全 覺得 歌手 熱門 歌曲 很 方便 有 許多 新 的 訊息 和 歌單 推薦 聽到 新 的 喜歡 歌手點 就 去 就 可以 直接 聽 幫 你 整理 就 不用 花 太多 時間 選 歌 從 以前 用到 現在 都 覺得 很 方便 中間 有 段 時間 家 裡 網路 沒 搭配 就 斷掉 了 現在 再次 回歸 還是 覺得 好用 也 有 許多 詩歌 可以 聽 非常 讚推 星,1.0
播放 到 一半 會 自己 停下來,0.5
我 要 換 手機 登入 我 之前 的 帳號 直接 把 我 的 會員 取消 我 買 天 結果 只 用 三 天 什麼 鬼,-1.0
希望 可以 有 更多 新歌 有些 舊 歌 例如 的 找 不 到,1.0
建議 我們 的 音樂 電臺 音樂 播放 不僅 國語 外語 音樂 為 安排 也 請 加強 重視 臺語 音樂 在 音樂 電臺 能夠 來 增加 播出 請 也 來 讓 臺語 歌 好聽 的 來 提升 呈現,1.0
最近 載 歌 都 瘋狂 失敗 要 一直 從 開,-1.0
忘記 密碼 難 再 登入 不再 用,-1.0
好用 好聽,1.0
之前 能 發到 的 限時 動態 現在 沒有 了 嗎,0.5
棒,1.0
為什麼 我 的 現在 沒辦法 分享到 限時 動態 希望 能 儘速 改善 否則 就 會 考慮 退訂,-1.0
最近 一 個 月 以來 常常 播放 沒 兩 分鐘 就 自動 斷開 版 就 沒 這 種 問題 請 盡快 解決 好 嗎,-1.0
永遠 穩定 的 選擇,1.0
希望 能 有 以前 的 環繞 特效,-1.0
真 不 好用 新歌 都 沒有 而且 電話 是 有線 的 偏偏 就 出 你 的 網絡 有 問題,-1.0
我 不 想 升級 白金 會員 但是 音樂 卻 無法 完整 的 整 首 播放 只 能 播 秒 請問 這 個 問題 是 正常 的 嗎 還是 有 什麼 可以 改善 的 地方,-0.5
有時 會 閃退 整體,0.5
棒,1.0
很 好用,1.0
歌曲 部分 還 算 可以 但是 每 天 登錄 要 聽 個 歌 最少 都 要 看 一 遍 官方 的 廣告 很 像 消費者 花錢 買 廣告 來 看 的 一樣 感受 很 差,0.0
為什麼 不能 分享到 的 限動 呢,-1.0
歌單 不能 重複 播放,0.0
好好 聽 好多 好 歌 和 音樂,0.5
改善 速度 比 想像 中 還 快,1.0
從 大學 使用到 出 社會,1.0
歌曲 下載 加入 歌單 都 很 方便,1.0
怎麼 取消 訂閱,0.5
音樂 類型 多,1.0
大致上 是 的 只 是 最近 在 離線 聽 歌 時 專輯 封面 都 無法 顯示 希望 能 修改 這 個 狀況,1.0
你 哋 班仆街 聽得 秒歌 都 未 唱 它 同 我 講完 又 話 會 唱 全 曲 都 唔 知道 人 全部 用 錢 收買 他 哋,-1.0
桌面 小 工具 無法 使用 只 能 打開 才 能 操作 是否 有 解決 方法,1.0
分享,-1.0
整 個 體驗 是 不錯 的 不過 在 下載 方面 容易 出現 程式 崩潰 的 情況 因此 會 令 到 下載 歌單 時 會 重新 下載 希望 這 方面 能夠 改善,0.5
突然 下載 歌曲 皆 下載 失敗,1.0
操作 容易 而且 還 有 歌詞 同步,1.0
